Num.col,Colector,Localidad-sym,Familia,Genero,especie,Infraespecifico,calificadorID,Nombre cientifico,N¼ individuos en parche,UICN,LISTA-ROJA-ECUADOR,Habito,Amenazada,Localidad,NOTAS,ENDEMICA PAIS,ENDEMICA CENTINELA,PAIS,,,,,,,,,,
16806,"Clark, John Littner",BCLR,Podostemaceae,Tristicha,trifaria,,,Tristicha trifaria,,,,,,"Parroquia: Polanco. Sector Bolo Alto, Bosque y Cascadas Las Rocas (propiedad de Eduardo Diaz). Waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16809,"Clark, John Littner",BCLR,Gesneriaceae,Kohleria,villosa,,,Kohleria villosa,,,,Hierba,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16811,"Clark, John Littner",BCLR,Gesneriaceae,Glossoloma,sprucei,,,Glossoloma sprucei,,,,Hierba,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16812,"Clark, John Littner",BCLR,Gesneriaceae,Glossoloma,sprucei,,,Glossoloma sprucei,,,,Hierba,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16815,"Clark, John Littner",BCLR,Gesneriaceae,Drymonia,brochidodroma,,,Drymonia brochidodroma,,,,,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16816,"Clark, John Littner",BCLR,Gesneriaceae,Columnea,medicinalis,,,Columnea medicinalis,,,,Hierba trepadora,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16820,"Clark, John Littner",BCLR,Gesneriaceae,Columnea,parviflora,,,Columnea parviflora,,,,Hierba trepadora,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16821,"Clark, John Littner",BCLR,Gesneriaceae,Columnea,floribunda,,,Columnea floribunda,,,,Hierba trepadora,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16822,"Clark, John Littner",BCLR,Gesneriaceae,Columnea,eburnea,,,Columnea eburnea,,,,Hierba trepadora,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16827,"Clark, John Littner",BCLR,Costaceae,Costus,pulverulentus,,,Costus pulverulentus,,,,Hierba,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16828,"Clark, John Littner",BCLR,Gesneriaceae,Drymonia,dodsonii,,,Drymonia dodsonii,,,,,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16833,"Clark, John Littner",BCLR,Rubiaceae,Amphidasya,amethystina,,,Amphidasya amethystina,,,VU-prov,Hierba,s’,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16839,"Clark, John Littner",BCLR,Gesneriaceae,Columnea,minor,,,Columnea minor,,,,Hierba trepadora,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16841,"Clark, John Littner",BCLR,Gesneriaceae,Drymonia,turrialvae,,,Drymonia turrialvae,,,,,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16843,"Clark, John Littner",BCLR,Gesneriaceae,Diastema,scabrum,,,Diastema scabrum,,,,,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
16844,"Clark, John Littner",BCLR,Begoniaceae,Begonia,secunda,,,Begonia secunda,,,,Hierba,,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
17689,"Clark, John Littner",BCLR,Gesneriaceae,Columnea,rubriacuta,,,Columnea rubriacuta,,,VU,Hierba trepadora,s’,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17691,"Clark, John Littner",BCLR,Gesneriaceae,Columnea,eburnea,,,Columnea eburnea,,,,Hierba trepadora,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17692,"Clark, John Littner",BCLR,Gesneriaceae,Diastema,scabrum,,,Diastema scabrum,,,,Hierba,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17693,"Clark, John Littner",BCLR,Fabaceae,Bauhinia,,,,Bauhinia sp.,,,,çrbol,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17695,"Clark, John Littner",BCLR,Camanulaceae,Burmeistera,multiflora,,,Burmeistera multiflora,,,,Hierba,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17696,"Clark, John Littner",BCLR,Gesneriaceae,Columnea,spathulata,,,Columnea spathulata,,,,Hierba trepadora,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17698,"Clark, John Littner",BCLR,Gesneriaceae,Columnea,herthae,,,Columnea herthae,,,,Hierba trepadora,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17699,"Clark, John Littner",BCLR,Mealstomataceae,Blakea,,,,Blakea sp.,,,,Arbusto,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17730,"Clark, John Littner",BCLR,Gesneriaceae,Kohleria,spicata,,,Kohleria spicata,,,,Hierba,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17731,"Clark, John Littner",BCLR,Gesneriaceae,Columnea,herthae,,,Columnea herthae,,,,Hierba trepadora,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17732,"Clark, John Littner",BCLR,Araceae,Anthurium,,,,Anthurium sp.,,,,Hierba,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17733,"Clark, John Littner",BCLR,Costaceae,Costus,,,,Costus sp.,,,,Hierba,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
17734,"Clark, John Littner",BCLR,Gesneriaceae,Kohleria,,,,Kohleria sp.,,,,Hierba,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,DM White,BCLR,Rubiaceae,Amphidasya,amethystina,,,Amphidasya amethystina,<100,,VU-prov,Hierba,s’,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Campanulaceae,Burmeistera,smaragdi,,,Burmeistera smaragdi,<100,,VU,Hierba,s’,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Fabaceae,Erythrina,megistophylla,,aff.,Erythrina aff. megistophylla,<100,,,,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Rubiaceae,Hippotis,comosa,,,Hippotis comosa,<100,,VU,çrbol,s’,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Orchidaceae,Monophyllorchis,maculata,,,Monophyllorchis maculata,<100,,,Hierba,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Capparaceae,Podandrogyne,flammea,,,Podandrogyne flammea,<100,,,,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Sapotaceae,Sarcaulus,brasiliensis,,,Sarcaulus brasiliensis,<100,,,çrbol,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Arecaceae,Synechanthus,warscewiczianus,,,Synechanthus warscewiczianus,<100,,,,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Malvaceae,Theobroma,cimolinae,,cf.,Theobroma cf. cimolinae,<100,,,,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4623,JC Cer—n,BCLRN,Melastomataceae,Clidemia,,,,Clidemia,,,,Hierba,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4624,JC Cer—n,BCLRN,Marcgraviaceae,Marcgravia,roonii,,,Marcgravia roonii,,,,Hemiep’fita,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4627,JC Cer—n,BCLRN,Elaeocarpaceae,Sloanea,castanocarpa,,,Sloanea castanocarpa,,,,çrbol,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4628,JC Cer—n,BCLRN,Capparaceae,Capparidastrum,bonifazianum,,,Capparidastrum bonifazianum,,,NT,Arbolito,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4630,JC Cer—n,BCLRN,Melastomataceae,Blakea,,,,Blakea,,,,çrbol,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4631,JC Cer—n,BCLRN,Orchidaceae,,,,,Orchidaceae,,,,Ep’fita,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4632,JC Cer—n,BCLRN,Orchidaceae,,,,,Orchidaceae,,,,Ep’fita,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4688,JC Cer—n,BCLRN,Gesneriaceae,Besleria,tambensis,,,Besleria tambensis,,,,Hierba,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4690,JC Cer—n,BCLRN,Acanthaceae,Justicia,carnea,,,Justicia carnea,,,,Hierba,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4691,JC Cer—n,BCLRN,Orchidaceae,,,,,Orchidaceae,,,,Orquidea terrestre. Flores cafŽs con blanco,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4692,JC Cer—n,BCLRN,Apocynaceae,Mandevilla,sagittarii,,,Mandevilla sagittarii,,,,Planta trepadora,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4693,JC Cer—n,BCLRN,Fabaceae,Andira,inermis,,aff.,Andira aff. inermis,,,,çrbol,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4694,JC Cer—n,BCLRN,Marcgraviaceae,Marcgraviastrum,,,,Marcgraviastrum,,,,Planta trepadora,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4695,JC Cer—n,BCLRN,Clusiaceae,Tovomita,weddelliana,,cf.,Tovomita cf. weddelliana,,,LC,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4696,JC Cer—n,BCLRN,Gesneriaceae,Drymonia,teuscheri,,,Drymonia teuscheri,,,,Hierba trepadora,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4697,JC Cer—n,BCLRN,Lecythidaceae,Gustavia,speciosa,,,Gustavia speciosa,,,,çrbol,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4698,JC Cer—n,BCLRN,Picramniaceae,Picramnia,magnifolia,,cf.,Picramnia cf. magnifolia,,,,Arbusto,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4699,JC Cer—n,BCLRN,Rubiaceae,Hippotis,comosa,,,Hippotis comosa,,,VU,çrbol,s’,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4701,JC Cer—n,BCLRN,Begoniaceae,Begonia,glabra,,cf.,Begonia cf. glabra,,,,Hierba trepadora,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4702,JC Cer—n,BCLRN,Melastomataceae,Miconia,neoepiphytica,,cf.,Miconia cf. neoepiphytica,,,,Arbusto,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4703,JC Cer—n,BCLRN,Fabaceae,Cassipourea,elliptica,,cf.,Cassipourea cf. elliptica,,,,Arbusto,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4705,JC Cer—n,BCLRN,Bromeliaceae,Guzmania,wittmackii,,,Guzmania wittmackii,,,VU-COL,Ep’fita,s’,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Capparaceae,Capparidastrum,bonifazianum,,,Capparidastrum bonifazianum,<100,,NT,Arbolito,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Rubiaceae,Hippotis,comosa,,,Hippotis comosa,<100,,VU,çrbol,s’,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Siparunaceae,Siparuna,thecaphora,,cf.,Siparuna cf. thecaphora,<50,,,,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Clusiaceae,Tovomita,weddelliana,,cf.,Tovomita cf. weddelliana,<100,,,,,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4394,JC Cer—n,CC,Capparaceae,Podandrogyne,flammea,,,Podandrogyne flammea,,,,Arbusto,,Cascadas Cristal,,,,,,,,,,,,,,
4395,JC Cer—n,CC,Araliaceae,Sciodaphyllum,,,,Sciodaphyllum,,,,Arbusto,,Cascadas Cristal,,,,,,,,,,,,,,
4397,JC Cer—n,CC,Gesneriaceae,Heppiella,ulmifolia,,cf.,Heppiella cf. ulmifolia,,,,Planta trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
4398,JC Cer—n,CC,Cyclanthaceae,Sphaeradenia,,,,Sphaeradenia,,,,Ep’fita,,Cascadas Cristal,,,,,,,,,,,,,,
4399,JC Cer—n,CC,Araceae,Philodendron,,,,Philodendron,,,,Planta trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
4401,JC Cer—n,CC,Gesneriaceae,Columnea,minor,,,Columnea minor,,,,Hierba trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
4402,JC Cer—n,CC,Polygalaceae,Monnina,marginata,,cf.,Monnina cf. marginata,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4408,JC Cer—n,CC,Gesneriaceae,Drymonia,turrialvae,,,Drymonia turrialvae,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4409,JC Cer—n,CC,Gesneriaceae,Diastema,scabrum,,,Diastema scabrum,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4410,JC Cer—n,CC,Melastomataceae,Miconia,lasiopoda,,cf.,Miconia cf. lasiopoda,,,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4412,JC Cer—n,CC,Gentianaceae,Macrocarpaea,sodiroana,,,Macrocarpaea sodiroana,,,,Arbusto,,Cascadas Cristal,,,,,,,,,,,,,,
4413,JC Cer—n,CC,Melastomataceae,Miconia,loreyoides,,,Miconia loreyoides,,,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4414,JC Cer—n,CC,Rubiaceae,Psychotria,,,,Psychotria,,,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4415,JC Cer—n,CC,Ericaceae,Psammisia,aberrans,,,Psammisia aberrans,,,,Hemiep’fita,,Cascadas Cristal,,,,,,,,,,,,,,
4417,JC Cer—n,CC,Actinidaceae,Saurauia,,,,Saurauia,,,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4418,JC Cer—n,CC,Fabaceae,Erythrina,,,,Erythrina,,,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4420,JC Cer—n,CC,Gesneriaceae,Drymonia,brochidodroma,,,Drymonia brochidodroma,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4423,JC Cer—n,CC,Asteraceae,Neurolaena,lobata,,,Neurolaena lobata,,,,Arbusto,,Cascadas Cristal,,,,,,,,,,,,,,
4424,JC Cer—n,CC,Melastomataceae,Miconia,symphyandra,,,Miconia symphyandra,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4426,JC Cer—n,CC,Gesneriaceae,Kohleria,spicata,,,Kohleria spicata,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4427,JC Cer—n,CC,Rubiaceae,Notopleura,capacifolia,,,Notopleura capacifolia,,,,Arbusto,,Cascadas Cristal,,,,,,,,,,,,,,
4428,JC Cer—n,CC,Araceae,Philodendron,,,,Philodendron,,,,Ep’fita,,Cascadas Cristal,,,,,,,,,,,,,,
4430,JC Cer—n,CC,Phyllanthaceae,Phyllanthus,,,,Phyllanthus,,,,Arbusto,,Cascadas Cristal,,,,,,,,,,,,,,
4431,JC Cer—n,CC,Bromeliaceae,Ronnbergia,deleonii,,,Ronnbergia deleonii,,,LC,Ep’fita,no,Cascadas Cristal,,,,,,,,,,,,,,
4432,JC Cer—n,CC,Begoniaceae,Begonia,botryoides,,,Begonia botryoides,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4433,JC Cer—n,CC,Malvaceae,Quararibea,casasecae,,cf.,Quararibea cf. casasecae,,,EN-prov.,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4435,JC Cer—n,CC,Melastomataceae,Triolena,paleacea,,,Triolena paleacea,,,,Hierba,no,Cascadas Cristal,,,,,,,,,,,,,,
4436,JC Cer—n,CC,Gesneriaceae,Drymonia,teuscheri,,,Drymonia teuscheri,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4437,JC Cer—n,CC,Gesneriaceae,Drymonia ,teuscheri,,,Drymonia teuscheri,,,,Hierba trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
4438,JC Cer—n,CC,Gesneriaceae,Kohleria,villosa,,,Kohleria villosa,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4439,JC Cer—n,CC,Gesneriaceae,Heppiella,ulmifolia,,cf.,Heppiella cf. ulmifolia,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4440,JC Cer—n,CC,Orchidaceae,Palmorchis,rubioi,,cf.,Palmorchis cf. rubioi,,,,Ep’fita,,Cascadas Cristal,,,,,,,,,,,,,,
4441,JC Cer—n,CC,Melastomataceae,Chaetogastra,pendula,,aff.,Chaetogastra aff. pendula,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4443,JC Cer—n,CC,Passifloraceae,Passiflora,,,,Passiflora,,,,Hierba trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
4445,JC Cer—n,CC,Siparunaceae,Siparuna,,,,Siparuna,,,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4448,JC Cer—n,CC,Melastomataceae,Meriania,,,,Meriania,,,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4451,JC Cer—n,CC,Melastomataceae,Miconia,rennerae,,,Miconia rennerae,,,VU,çrbol,s’,Cascadas Cristal,,,,,,,,,,,,,,
4452,JC Cer—n,CC,Rutaceae,Amyris,centinelensis,,,Amyris centinelensis,<50,,EN,çrbol,s’,Cascadas Cristal,CATEGORIZADO EN ARTICULO,,,,,,,,,,,,,
4454,JC Cer—n,CC,Campanulaceae,Burmeistera,smaragdi,,,Burmeistera smaragdi,,,VU,Hierba,s’,Cascadas Cristal,,,,,,,,,,,,,,
4455,JC Cer—n,CC,Moraceae,Ficus,rieberiana,,,Ficus rieberiana,,,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4458,JC Cer—n,CC,Capparaceae,Podandrogyne,flammea,,,Podandrogyne flammea,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4459,JC Cer—n,CC,Ericaceae,Psammisia,caloneura,,,Psammisia caloneura,,,,Arbusto,,Cascadas Cristal,,,,,,,,,,,,,,
4460,JC Cer—n,CC,Bromeliaceae,Ronnbergia,deleonii,,,Ronnbergia deleonii,,,LC,Hierba,no,Cascadas Cristal,,,,,,,,,,,,,,
4461,JC Cer—n,CC,Schlegeliaceae,Schlegelia,monachinoi,,cf.,Schlegelia cf. monachinoi,,,,Arbusto,,Cascadas Cristal,,,,,,,,,,,,,,
4464,JC Cer—n,CC,Rubiaceae,Schradera,stellata,,,Schradera stellata,,,,Bejuco,,Cascadas Cristal,,,,,,,,,,,,,,
4465,JC Cer—n,CC,Tropaeolaceae,Tropaeolum,,,,Tropaeolum,,,,Hierba trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
4466,JC Cer—n,CC,Rubiaceae,Palicourea,remyana,,,Palicourea remyana,,,,Arbusto,,Cascadas Cristal,,,,,,,,,,,,,,
4467,JC Cer—n,CC,Urticaceae,Pilea,,,,Pilea,,,,Arbusto,,Cascadas Cristal,,,,,,,,,,,,,,
4468,JC Cer—n,CC,Thelypteridaceae,Thelypteris,andreana,,,Thelypteris andreana,,,,Helecho terreste,,Cascadas Cristal,,,,,,,,,,,,,,
4470,JC Cer—n,CC,Solanaceae,Trianaea,speciosa,,,Trianaea speciosa,,,,Hierba trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
4472,JC Cer—n,CC,Piperaceae,Peperomia,sp.,,,Peperomia sp.,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4473,JC Cer—n,CC,Orchidaceae,Monophyllorchis,maculata,,,Monophyllorchis maculata,,,,Hierba,no,Cascadas Cristal,,,,,,,,,,,,,,
4822,JC Cer—n,CC,Solanaceae,Capsicum,lycianthoides,,cf.,Capsicum cf. lycianthoides,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
4824,JC Cer—n,CC,Moraceae,Ficus,rieberiana,,,Ficus rieberiana,,,,,,Cascadas Cristal,,,,,,,,,,,,,,
4826,JC Cer—n,CC,Moraceae,Ficus,calimana,,,Ficus calimana,,,,,,Cascadas Cristal,,,,,,,,,,,,,,
4827,JC Cer—n,CC,Melastomataceae,Meriania,,,,Meriania,,,,,,Cascadas Cristal,,,,,,,,,,,,,,
4830,JC Cer—n,CC,Capparaceae,Podandrogyne,flammea,,,Podandrogyne flammea,,,,,,Cascadas Cristal,,,,,,,,,,,,,,
4835,JC Cer—n,CC,Siparunaceae,Siparuna,gigantotepala,,cf.,Siparuna cf. gigantotepala,,,,,,Cascadas Cristal,,,,,,,,,,,,,,
4838,JC Cer—n,CC,Rutaceae,Amyris,centinelensis,,,Amyris centinelensis,<50,,EN,çrbol,s’,Cascadas Cristal,CATEGORIZADO EN ARTICULO,,,,,,,,,,,,,
4839,JC Cer—n,CC,Cordiaceae,Cordia,,,,Cordia,,,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4840,JC Cer—n,CC,Dryopteridaceae,Polybotrya,suberecta,,,Polybotrya suberecta,,,,,,Cascadas Cristal,,,,,,,,,,,,,,
17652,"Clark, John Littner",CC,Gesneriaceae,Monopyle,chocoensis,,,Monopyle chocoensis,,,,Hierba trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
17653,"Clark, John Littner",CC,Gesneriaceae,Gasteranthus,quitensis,,,Gasteranthus quitensis,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17654,"Clark, John Littner",CC,Gesneriaceae,Kohleria,villosa,,,Kohleria villosa,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17655,"Clark, John Littner",CC,Gesneriaceae,Columnea,minor,,,Columnea minor,,,,Hierba trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
17656,"Clark, John Littner",CC,Gesneriaceae,Drymonia,teushceri,,,Drymonia teushceri,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17657,"Clark, John Littner",CC,Gesneriaceae,Cremosperma,verticillatum,,,Cremosperma verticillatum,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17658,"Clark, John Littner",CC,Gesneriaceae,Drymonia,turrialvae,,,Drymonia turrialvae,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17659,"Clark, John Littner",CC,Gesneriaceae,Columnea,karsteniana,,,Columnea karsteniana,,,,Hierba trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
17660,"Clark, John Littner",CC,Gesneriaceae,Columnea,rubriacuta,,,Columnea rubriacuta,<10,,VU,Hierba trepadora,s’,Cascadas Cristal,,,,,,,,,,,,,,
17661,"Clark, John Littner",CC,Melastomataceae,indet,,,,Melastomataceae,,,,,,Cascadas Cristal,,,,,,,,,,,,,,
17663,"Clark, John Littner",CC,Simaroubaceae,Simarouba,,,,Simarouba sp.,,,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
17664,"Clark, John Littner",CC,Gesneriaceae,Columnea,minutiflora,,,Columnea minutiflora,,,,Hierba trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
17665,"Clark, John Littner",CC,Gesneriaceae,Diastema,scabrum,,,Diastema scabrum,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17666,"Clark, John Littner",CC,Gesneriaceae,Heppiella,ulmifolia,,,Heppiella ulmifolia,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17667,"Clark, John Littner",CC,Gesneriaceae,Drymonia,dodsonii,,,Drymonia dodsonii,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17668,"Clark, John Littner",CC,Begoniaceae,Begonia,,,,Begonia sp.,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17669,"Clark, John Littner",CC,Begoniaceae,Begonia,,,,Begonia sp.,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17670,"Clark, John Littner",CC,Begoniaceae,Begonia,,,,Begonia sp.,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17671,"Clark, John Littner",CC,Urticaceae,Pilea,,,,Pilea sp.,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17672,"Clark, John Littner",CC,Costaceae,Costus,,,,Costus sp.,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17673,"Clark, John Littner",CC,Gesneriaceae,Drymonia,brochidodroma,,,Drymonia brochidodroma,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17674,"Clark, John Littner",CC,Gesneriaceae,Glossoloma,,,,Glossoloma sp.,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17675,"Clark, John Littner",CC,Gesneriaceae,Columnea,floribunda,,,Columnea floribunda,,,,Hierba trepadora,,Cascadas Cristal,,,,,,,,,,,,,,
17676,"Clark, John Littner",CC,Gesneriaceae,Glossoloma,subglabrum,,,Glossoloma subglabrum,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17677,"Clark, John Littner",CC,Gesneriaceae,Napeanthus,,,,Napeanthus sp.,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
17678,"Clark, John Littner",CC,Gesneriaceae,Diastema,affine,,,Diastema affine,,,,Hierba,,Cascadas Cristal,,,,,,,,,,,,,,
